r_target,r_prime,beta,fidelity,map_error,post_prob,eta_error,objective
0.4293571428571429,0.1368181818181818,0.638888888888889,0.8245226144848061,0.5559300600292962,0.5547500148843204,0.9677514274510663,0.95403243810233
0.4293571428571429,0.0005,0.4633333333333334,0.8247529630132624,0.5604568061802471,0.5579271051943099,0.9949262372449367,0.9567402905698297
0.4293571428571429,0.40945454545454546,0.7266666666666668,0.8275004238123498,0.5402774786793305,0.5072691732201529,0.9121575928341937,0.9591424682569043
0.5721428571428572,0.0005,0.7266666666666668,0.8241573220739381,0.5564331716894146,0.5444429247653534,0.9565548190567407,0.9600543872327998
0.2865714285714286,0.0005,0.2,0.8264114212762792,0.5642235619083458,0.5489642222145077,1.0518581138133005,0.9633300295248127
0.2865714285714286,0.1368181818181818,0.3755555555555556,0.8231577480358699,0.5644275445321646,0.5544382853400883,1.03635129699461,0.9640506538262505
0.5721428571428572,0.40945454545454546,0.99,0.8330216171135355,0.5280402853962756,0.44775764570863763,0.8548634275139131,0.9711398454284212
0.5721428571428572,0.1368181818181818,0.8144444444444445,0.8150950683614065,0.5668824777865406,0.5513410490870355,0.9626206582886834,0.9761168848816162
0.7149285714285715,0.0005,0.99,0.82168478116347,0.5564230717824594,0.5124949103754946,0.9352272187567109,0.9784908354312422
0.5721428571428572,0.2731363636363636,0.9022222222222223,0.8168134456461955,0.559680837274757,0.5270002648647354,0.9335854143167209,0.9793672591961938
0.5721428571428572,0.0005,0.638888888888889,0.811553927327824,0.5766436320418776,0.5604417932735236,0.9974253270673303,0.9848688080772918
0.4293571428571429,0.0005,0.3755555555555556,0.8118429695580652,0.581516753111123,0.5688323843922887,1.0397714629192538,0.9852575913569135
0.4293571428571429,0.1368181818181818,0.5511111111111111,0.8077722502339433,0.5830590846104902,0.573408965431574,1.0244866997135158,0.9885823516607599
0.4293571428571429,0.2731363636363636,0.638888888888889,0.805045120691217,0.5824665034854541,0.5664446814855373,1.009377396375406,0.9941990420514685
0.7149285714285715,0.0005,0.9022222222222223,0.809420778818126,0.5757730692582472,0.5328426395996628,0.9731438867875895,0.9999309706402898
0.2865714285714286,0.2731363636363636,0.3755555555555556,0.8102092450877851,0.581302278380422,0.538500655327404,1.0835138506579851,1.001842705628935
0.4293571428571429,0.40945454545454546,0.638888888888889,0.8037455120857414,0.5795372601026254,0.5478700259852572,0.9979554614532605,1.0018567350242553
